"ISO3","National Unit","Name","Admin Level","Metric","Units","Year","Value"
"NGA","Nigeria","Edo","admin1","Mortality Rate","Deaths per 100 Thousand",2016,106.6369
"NGA","Nigeria","Edo","admin1","Mortality Rate","Deaths per 100 Thousand",2017,102.8978
"NGA","Nigeria","Edo","admin1","Mortality Rate","Deaths per 100 Thousand",2018,99.2245
"NGA","Nigeria","Edo","admin1","Mortality Rate","Deaths per 100 Thousand",2019,97.46509999999999
"NGA","Nigeria","Edo","admin1","Mortality Rate","Deaths per 100 Thousand",2020,100.41130000000001
"NGA","Nigeria","Edo","admin1","Mortality Rate","Deaths per 100 Thousand",2021,96.3387
"NGA","Nigeria","Edo","admin1","Mortality Rate","Deaths per 100 Thousand",2022,90.7308
"NGA","Nigeria","Kano","admin1","Incidence Rate","Cases per Thousand",2010,406.471897466562
"NGA","Nigeria","Kano","admin1","Incidence Rate","Cases per Thousand",2011,402.392118670571
"NGA","Nigeria","Kano","admin1","Incidence Rate","Cases per Thousand",2012,418.87505827664
"NGA","Nigeria","Kano","admin1","Incidence Rate","Cases per Thousand",2013,424.673185343717
"NGA","Nigeria","Kano","admin1","Incidence Rate","Cases per Thousand",2014,410.314069377001
"NGA","Nigeria","Kano","admin1","Incidence Rate","Cases per Thousand",2015,357.810654218175
"NGA","Nigeria","Kano","admin1","Incidence Rate","Cases per Thousand",2016,305.273354375445
"NGA","Nigeria","Kano","admin1","Incidence Rate","Cases per Thousand",2017,322.876900162755
"NGA","Nigeria","Kano","admin1","Incidence Rate","Cases per Thousand",2018,408.444968929913
"NGA","Nigeria","Kano","admin1","Incidence Rate","Cases per Thousand",2019,476.658610958759
"NGA","Nigeria","Kano","admin1","Incidence Rate","Cases per Thousand",2020,508.56237441024297
"NGA","Nigeria","Kano","admin1","Incidence Rate","Cases per Thousand",2021,435.13743373823996
"NGA","Nigeria","Kano","admin1","Incidence Rate","Cases per Thousand",2022,327.47440216734
"NGA","Nigeria","Kano","admin1","Infection Prevalence","per 100 Children",2010,31.6763816463108
"NGA","Nigeria","Kano","admin1","Infection Prevalence","per 100 Children",2011,31.257952513956198
"NGA","Nigeria","Kano","admin1","Infection Prevalence","per 100 Children",2012,32.8474316711895
"NGA","Nigeria","Kano","admin1","Infection Prevalence","per 100 Children",2013,33.3727464382518
"NGA","Nigeria","Kano","admin1","Infection Prevalence","per 100 Children",2014,31.801601832126096
"NGA","Nigeria","Kano","admin1","Infection Prevalence","per 100 Children",2015,26.4178940847277
"NGA","Nigeria","Kano","admin1","Infection Prevalence","per 100 Children",2016,21.560861421002002
"NGA","Nigeria","Kano","admin1","Infection Prevalence","per 100 Children",2017,23.1848695741283
"NGA","Nigeria","Kano","admin1","Infection Prevalence","per 100 Children",2018,31.275194284456898
"NGA","Nigeria","Kano","admin1","Infection Prevalence","per 100 Children",2019,38.270774599895304
"NGA","Nigeria","Kano","admin1","Infection Prevalence","per 100 Children",2020,41.350554413013505
"NGA","Nigeria","Kano","admin1","Infection Prevalence","per 100 Children",2021,33.741889919423
"NGA","Nigeria","Kano","admin1","Infection Prevalence","per 100 Children",2022,24.1717377815921
"NGA","Nigeria","Kano","admin1","Mortality Rate","Deaths per 100 Thousand",2010,217.6019
"NGA","Nigeria","Kano","admin1","Mortality Rate","Deaths per 100 Thousand",2011,210.9517
"NGA","Nigeria","Kano","admin1","Mortality Rate","Deaths per 100 Thousand",2012,200.1628
"NGA","Nigeria","Kano","admin1","Mortality Rate","Deaths per 100 Thousand",2013,189.6049
"NGA","Nigeria","Kano","admin1","Mortality Rate","Deaths per 100 Thousand",2014,184.88580000000002
"NGA","Nigeria","Kano","admin1","Mortality Rate","Deaths per 100 Thousand",2015,178.45350000000002
"NGA","Nigeria","Kano","admin1","Mortality Rate","Deaths per 100 Thousand",2016,169.1174
"NGA","Nigeria","Kano","admin1","Mortality Rate","Deaths per 100 Thousand",2017,154.7998
"NGA","Nigeria","Kano","admin1","Mortality Rate","Deaths per 100 Thousand",2018,152.7237
"NGA","Nigeria","Kano","admin1","Mortality Rate","Deaths per 100 Thousand",2019,148.7819
"NGA","Nigeria","Kano","admin1","Mortality Rate","Deaths per 100 Thousand",2020,154.79149999999998
"NGA","Nigeria","Kano","admin1","Mortality Rate","Deaths per 100 Thousand",2021,150.28719999999998
"NGA","Nigeria","Kano","admin1","Mortality Rate","Deaths per 100 Thousand",2022,140.2642
"BEN","Benin","Collines","admin1","Incidence Rate","Cases per Thousand",2010,420.071112034174
"BEN","Benin","Collines","admin1","Incidence Rate","Cases per Thousand",2011,350.044780820795
"BEN","Benin","Collines","admin1","Incidence Rate","Cases per Thousand",2012,348.18632323695
"BEN","Benin","Collines","admin1","Incidence Rate","Cases per Thousand",2013,391.25534100301
"BEN","Benin","Collines","admin1","Incidence Rate","Cases per Thousand",2014,420.32671154996297
"BEN","Benin","Collines","admin1","Incidence Rate","Cases per Thousand",2015,458.628093135418
"BEN","Benin","Collines","admin1","Incidence Rate","Cases per Thousand",2016,489.998689487394
"BEN","Benin","Collines","admin1","Incidence Rate","Cases per Thousand",2017,474.172799882769
"BEN","Benin","Collines","admin1","Incidence Rate","Cases per Thousand",2018,438.47071924421397
"BEN","Benin","Collines","admin1","Incidence Rate","Cases per Thousand",2019,414.643400496535
"BEN","Benin","Collines","admin1","Incidence Rate","Cases per Thousand",2020,385.385249584817
"BEN","Benin","Collines","admin1","Incidence Rate","Cases per Thousand",2021,383.462522636232
"BEN","Benin","Collines","admin1","Incidence Rate","Cases per Thousand",2022,432.338429417924
"BEN","Benin","Collines","admin1","Infection Prevalence","per 100 Children",2010,38.0251759087469
"BEN","Benin","Collines","admin1","Infection Prevalence","per 100 Children",2011,29.5440973449968
"BEN","Benin","Collines","admin1","Infection Prevalence","per 100 Children",2012,29.4193120523616
"BEN","Benin","Collines","admin1","Infection Prevalence","per 100 Children",2013,35.2707108669425
"BEN","Benin","Collines","admin1","Infection Prevalence","per 100 Children",2014,39.9079493383736
"BEN","Benin","Collines","admin1","Infection Prevalence","per 100 Children",2015,44.7165256679593
"BEN","Benin","Collines","admin1","Infection Prevalence","per 100 Children",2016,48.8135094736953
"BEN","Benin","Collines","admin1","Infection Prevalence","per 100 Children",2017,46.5635040944858
"BEN","Benin","Collines","admin1","Infection Prevalence","per 100 Children",2018,42.1869728160421
"BEN","Benin","Collines","admin1","Infection Prevalence","per 100 Children",2019,39.8632461490089
"BEN","Benin","Collines","admin1","Infection Prevalence","per 100 Children",2020,36.398593652580104
"BEN","Benin","Collines","admin1","Infection Prevalence","per 100 Children",2021,38.440795493855504
"BEN","Benin","Collines","admin1","Infection Prevalence","per 100 Children",2022,45.8434558463068
"BEN","Benin","Collines","admin1","Mortality Rate","Deaths per 100 Thousand",2010,142.38
"BEN","Benin","Collines","admin1","Mortality Rate","Deaths per 100 Thousand",2011,129.3636
"BEN","Benin","Collines","admin1","Mortality Rate","Deaths per 100 Thousand",2012,123.05980000000001
"BEN","Benin","Collines","admin1","Mortality Rate","Deaths per 100 Thousand",2013,117.01780000000001
"BEN","Benin","Collines","admin1","Mortality Rate","Deaths per 100 Thousand",2014,111.5616
"BEN","Benin","Collines","admin1","Mortality Rate","Deaths per 100 Thousand",2015,114.86980000000001
"BEN","Benin","Collines","admin1","Mortality Rate","Deaths per 100 Thousand",2016,116.9392
"BEN","Benin","Collines","admin1","Mortality Rate","Deaths per 100 Thousand",2017,120.6396
"BEN","Benin","Collines","admin1","Mortality Rate","Deaths per 100 Thousand",2018,124.26679999999999
"BEN","Benin","Collines","admin1","Mortality Rate","Deaths per 100 Thousand",2019,114.08099999999999
"BEN","Benin","Collines","admin1","Mortality Rate","Deaths per 100 Thousand",2020,116.60069999999999
"BEN","Benin","Collines","admin1","Mortality Rate","Deaths per 100 Thousand",2021,124.30430000000001
"BEN","Benin","Collines","admin1","Mortality Rate","Deaths per 100 Thousand",2022,111.1913
"NGA","Nigeria","Bayelsa","admin1","Incidence Rate","Cases per Thousand",2010,251.820416945989
"NGA","Nigeria","Bayelsa","admin1","Incidence Rate","Cases per Thousand",2011,249.850263608862
"NGA","Nigeria","Bayelsa","admin1","Incidence Rate","Cases per Thousand",2012,275.67517854305004
"NGA","Nigeria","Bayelsa","admin1","Incidence Rate","Cases per Thousand",2013,297.533079482454
"NGA","Nigeria","Bayelsa","admin1","Incidence Rate","Cases per Thousand",2014,292.77181986429304
"NGA","Nigeria","Bayelsa","admin1","Incidence Rate","Cases per Thousand",2015,257.229631639191
"NGA","Nigeria","Bayelsa","admin1","Incidence Rate","Cases per Thousand",2016,219.08273846477698
"NGA","Nigeria","Bayelsa","admin1","Incidence Rate","Cases per Thousand",2017,211.78222945822
"NGA","Nigeria","Bayelsa","admin1","Incidence Rate","Cases per Thousand",2018,226.22431307895
"NGA","Nigeria","Bayelsa","admin1","Incidence Rate","Cases per Thousand",2019,244.591782669224
"NGA","Nigeria","Bayelsa","admin1","Incidence Rate","Cases per Thousand",2020,261.775738673596
"NGA","Nigeria","Bayelsa","admin1","Incidence Rate","Cases per Thousand",2021,252.469971388261
"NGA","Nigeria","Bayelsa","admin1","Incidence Rate","Cases per Thousand",2022,244.532376331621
"NGA","Nigeria","Bayelsa","admin1","Infection Prevalence","per 100 Children",2010,21.859630985218
"NGA","Nigeria","Bayelsa","admin1","Infection Prevalence","per 100 Children",2011,21.9305543455621
"NGA","Nigeria","Bayelsa","admin1","Infection Prevalence","per 100 Children",2012,25.548260033279004
"NGA","Nigeria","Bayelsa","admin1","Infection Prevalence","per 100 Children",2013,28.789206679782197
"NGA","Nigeria","Bayelsa","admin1","Infection Prevalence","per 100 Children",2014,28.3576470199688
"NGA","Nigeria","Bayelsa","admin1","Infection Prevalence","per 100 Children",2015,23.5936480951746
"NGA","Nigeria","Bayelsa","admin1","Infection Prevalence","per 100 Children",2016,18.689266333278102
"NGA","Nigeria","Bayelsa","admin1","Infection Prevalence","per 100 Children",2017,17.8378077528563
"NGA","Nigeria","Bayelsa","admin1","Infection Prevalence","per 100 Children",2018,19.8527811251193
"NGA","Nigeria","Bayelsa","admin1","Infection Prevalence","per 100 Children",2019,22.9477116039048
"NGA","Nigeria","Bayelsa","admin1","Infection Prevalence","per 100 Children",2020,25.7202778619387
"NGA","Nigeria","Bayelsa","admin1","Infection Prevalence","per 100 Children",2021,24.9037195647826
"NGA","Nigeria","Bayelsa","admin1","Infection Prevalence","per 100 Children",2022,25.1184581169978
"NGA","Nigeria","Bayelsa","admin1","Mortality Rate","Deaths per 100 Thousand",2010,83.76650000000001
"NGA","Nigeria","Bayelsa","admin1","Mortality Rate","Deaths per 100 Thousand",2011,80.2854
"NGA","Nigeria","Bayelsa","admin1","Mortality Rate","Deaths per 100 Thousand",2012,86.9863
"NGA","Nigeria","Bayelsa","admin1","Mortality Rate","Deaths per 100 Thousand",2013,90.6386
"NGA","Nigeria","Bayelsa","admin1","Mortality Rate","Deaths per 100 Thousand",2014,92.10470000000001
"NGA","Nigeria","Bayelsa","admin1","Mortality Rate","Deaths per 100 Thousand",2015,87.4543
"NGA","Nigeria","Bayelsa","admin1","Mortality Rate","Deaths per 100 Thousand",2016,80.4474
"NGA","Nigeria","Bayelsa","admin1","Mortality Rate","Deaths per 100 Thousand",2017,72.4431
"NGA","Nigeria","Bayelsa","admin1","Mortality Rate","Deaths per 100 Thousand",2018,73.5137
"NGA","Nigeria","Bayelsa","admin1","Mortality Rate","Deaths per 100 Thousand",2019,72.8862
"NGA","Nigeria","Bayelsa","admin1","Mortality Rate","Deaths per 100 Thousand",2020,78.5962
"NGA","Nigeria","Bayelsa","admin1","Mortality Rate","Deaths per 100 Thousand",2021,77.6861
"NGA","Nigeria","Bayelsa","admin1","Mortality Rate","Deaths per 100 Thousand",2022,72.2019
"NGA","Nigeria","Zamfara","admin1","Incidence Rate","Cases per Thousand",2010,590.626073815156
"NGA","Nigeria","Zamfara","admin1","Incidence Rate","Cases per Thousand",2011,609.02360282076
"NGA","Nigeria","Zamfara","admin1","Incidence Rate","Cases per Thousand",2012,618.80074326947
"NGA","Nigeria","Zamfara","admin1","Incidence Rate","Cases per Thousand",2013,609.049406146871
"NGA","Nigeria","Zamfara","admin1","Incidence Rate","Cases per Thousand",2014,602.659188409477
"NGA","Nigeria","Zamfara","admin1","Incidence Rate","Cases per Thousand",2015,593.245725601936
"NGA","Nigeria","Zamfara","admin1","Incidence Rate","Cases per Thousand",2016,531.8692630813699
"NGA","Nigeria","Zamfara","admin1","Incidence Rate","Cases per Thousand",2017,470.990774796938
"NGA","Nigeria","Zamfara","admin1","Incidence Rate","Cases per Thousand",2018,395.569849160535
"NGA","Nigeria","Zamfara","admin1","Incidence Rate","Cases per Thousand",2019,348.131418062316
"NGA","Nigeria","Zamfara","admin1","Incidence Rate","Cases per Thousand",2020,391.21671644789603
"NGA","Nigeria","Zamfara","admin1","Incidence Rate","Cases per Thousand",2021,486.046021373295
"NGA","Nigeria","Zamfara","admin1","Incidence Rate","Cases per Thousand",2022,425.88406785982903
"NGA","Nigeria","Zamfara","admin1","Infection Prevalence","per 100 Children",2010,52.7982803700448
"NGA","Nigeria","Zamfara","admin1","Infection Prevalence","per 100 Children",2011,56.479103648686
"NGA","Nigeria","Zamfara","admin1","Infection Prevalence","per 100 Children",2012,57.334346859761
"NGA","Nigeria","Zamfara","admin1","Infection Prevalence","per 100 Children",2013,54.790966390097594
"NGA","Nigeria","Zamfara","admin1","Infection Prevalence","per 100 Children",2014,53.5691188244908
"NGA","Nigeria","Zamfara","admin1","Infection Prevalence","per 100 Children",2015,52.487191462387905
"NGA","Nigeria","Zamfara","admin1","Infection Prevalence","per 100 Children",2016,45.7210254984585
"NGA","Nigeria","Zamfara","admin1","Infection Prevalence","per 100 Children",2017,38.7123653648222
"NGA","Nigeria","Zamfara","admin1","Infection Prevalence","per 100 Children",2018,29.8247680654979
"NGA","Nigeria","Zamfara","admin1","Infection Prevalence","per 100 Children",2019,25.0080929277794
"NGA","Nigeria","Zamfara","admin1","Infection Prevalence","per 100 Children",2020,28.8979897571694
"NGA","Nigeria","Zamfara","admin1","Infection Prevalence","per 100 Children",2021,39.097458002025
"NGA","Nigeria","Zamfara","admin1","Infection Prevalence","per 100 Children",2022,33.9510742931848
"NGA","Nigeria","Zamfara","admin1","Mortality Rate","Deaths per 100 Thousand",2010,197.0276
"NGA","Nigeria","Zamfara","admin1","Mortality Rate","Deaths per 100 Thousand",2011,199.41529999999997
"NGA","Nigeria","Zamfara","admin1","Mortality Rate","Deaths per 100 Thousand",2012,192.6241
"NGA","Nigeria","Zamfara","admin1","Mortality Rate","Deaths per 100 Thousand",2013,183.3743
"NGA","Nigeria","Zamfara","admin1","Mortality Rate","Deaths per 100 Thousand",2014,180.1056
"NGA","Nigeria","Zamfara","admin1","Mortality Rate","Deaths per 100 Thousand",2015,165.0524
"NGA","Nigeria","Zamfara","admin1","Mortality Rate","Deaths per 100 Thousand",2016,141.6242
"NGA","Nigeria","Zamfara","admin1","Mortality Rate","Deaths per 100 Thousand",2017,111.1112
"NGA","Nigeria","Zamfara","admin1","Mortality Rate","Deaths per 100 Thousand",2018,102.3464
"NGA","Nigeria","Zamfara","admin1","Mortality Rate","Deaths per 100 Thousand",2019,94.9499
"NGA","Nigeria","Zamfara","admin1","Mortality Rate","Deaths per 100 Thousand",2020,99.4726
"NGA","Nigeria","Zamfara","admin1","Mortality Rate","Deaths per 100 Thousand",2021,99.2861
"NGA","Nigeria","Zamfara","admin1","Mortality Rate","Deaths per 100 Thousand",2022,91.98089999999999
"NGA","Nigeria","Ebonyi","admin1","Incidence Rate","Cases per Thousand",2010,405.136756127933
"NGA","Nigeria","Ebonyi","admin1","Incidence Rate","Cases per Thousand",2011,379.050364470988
"NGA","Nigeria","Ebonyi","admin1","Incidence Rate","Cases per Thousand",2012,358.080779307363
"NGA","Nigeria","Ebonyi","admin1","Incidence Rate","Cases per Thousand",2013,338.220889541595
"NGA","Nigeria","Ebonyi","admin1","Incidence Rate","Cases per Thousand",2014,313.37487724632604
"NGA","Nigeria","Ebonyi","admin1","Incidence Rate","Cases per Thousand",2015,281.777009392076
"NGA","Nigeria","Ebonyi","admin1","Incidence Rate","Cases per Thousand",2016,259.781327766539
"NGA","Nigeria","Ebonyi","admin1","Incidence Rate","Cases per Thousand",2017,266.003018951795
"NGA","Nigeria","Ebonyi","admin1","Incidence Rate","Cases per Thousand",2018,292.16557893288496
"NGA","Nigeria","Ebonyi","admin1","Incidence Rate","Cases per Thousand",2019,309.32075715734095
"NGA","Nigeria","Ebonyi","admin1","Incidence Rate","Cases per Thousand",2020,315.772839401516
"NGA","Nigeria","Ebonyi","admin1","Incidence Rate","Cases per Thousand",2021,272.508402888297
"NGA","Nigeria","Ebonyi","admin1","Incidence Rate","Cases per Thousand",2022,275.41297903284703
"NGA","Nigeria","Ebonyi","admin1","Infection Prevalence","per 100 Children",2010,39.572582618549504
"NGA","Nigeria","Ebonyi","admin1","Infection Prevalence","per 100 Children",2011,36.3772877392005
"NGA","Nigeria","Ebonyi","admin1","Infection Prevalence","per 100 Children",2012,33.7853332160385
"NGA","Nigeria","Ebonyi","admin1","Infection Prevalence","per 100 Children",2013,31.4981941524333
"NGA","Nigeria","Ebonyi","admin1","Infection Prevalence","per 100 Children",2014,28.509180580345
"NGA","Nigeria","Ebonyi","admin1","Infection Prevalence","per 100 Children",2015,24.617270333618098
"NGA","Nigeria","Ebonyi","admin1","Infection Prevalence","per 100 Children",2016,22.0748033168235
"NGA","Nigeria","Ebonyi","admin1","Infection Prevalence","per 100 Children",2017,23.116073083826
"NGA","Nigeria","Ebonyi","admin1","Infection Prevalence","per 100 Children",2018,26.9613746812606
"NGA","Nigeria","Ebonyi","admin1","Infection Prevalence","per 100 Children",2019,29.8681373053801
"NGA","Nigeria","Ebonyi","admin1","Infection Prevalence","per 100 Children",2020,30.8747611792663
"NGA","Nigeria","Ebonyi","admin1","Infection Prevalence","per 100 Children",2021,25.170298237603898
"NGA","Nigeria","Ebonyi","admin1","Infection Prevalence","per 100 Children",2022,26.4612365411738
"NGA","Nigeria","Ebonyi","admin1","Mortality Rate","Deaths per 100 Thousand",2010,166.5603
"NGA","Nigeria","Ebonyi","admin1","Mortality Rate","Deaths per 100 Thousand",2011,155.2335
"NGA","Nigeria","Ebonyi","admin1","Mortality Rate","Deaths per 100 Thousand",2012,139.967
"NGA","Nigeria","Ebonyi","admin1","Mortality Rate","Deaths per 100 Thousand",2013,129.15290000000002
"NGA","Nigeria","Ebonyi","admin1","Mortality Rate","Deaths per 100 Thousand",2014,118.98200000000001
"NGA","Nigeria","Ebonyi","admin1","Mortality Rate","Deaths per 100 Thousand",2015,109.6931
"NGA","Nigeria","Ebonyi","admin1","Mortality Rate","Deaths per 100 Thousand",2016,103.5624
"NGA","Nigeria","Ebonyi","admin1","Mortality Rate","Deaths per 100 Thousand",2017,98.02940000000001
"NGA","Nigeria","Ebonyi","admin1","Mortality Rate","Deaths per 100 Thousand",2018,99.9998
"NGA","Nigeria","Ebonyi","admin1","Mortality Rate","Deaths per 100 Thousand",2019,102.50059999999999
"NGA","Nigeria","Ebonyi","admin1","Mortality Rate","Deaths per 100 Thousand",2020,110.4369
"NGA","Nigeria","Ebonyi","admin1","Mortality Rate","Deaths per 100 Thousand",2021,106.2924
"NGA","Nigeria","Ebonyi","admin1","Mortality Rate","Deaths per 100 Thousand",2022,91.9578
"NGA","Nigeria","Ogun","admin1","Incidence Rate","Cases per Thousand",2010,292.813873209863
"NGA","Nigeria","Ogun","admin1","Incidence Rate","Cases per Thousand",2011,246.593199837096
"NGA","Nigeria","Ogun","admin1","Incidence Rate","Cases per Thousand",2012,181.06120115781198
"NGA","Nigeria","Ogun","admin1","Incidence Rate","Cases per Thousand",2013,137.890794150923
"NGA","Nigeria","Ogun","admin1","Incidence Rate","Cases per Thousand",2014,133.888193360434
"NGA","Nigeria","Ogun","admin1","Incidence Rate","Cases per Thousand",2015,169.67139048663398
"NGA","Nigeria","Ogun","admin1","Incidence Rate","Cases per Thousand",2016,224.521491716523
"NGA","Nigeria","Ogun","admin1","Incidence Rate","Cases per Thousand",2017,263.53786631513196
"NGA","Nigeria","Ogun","admin1","Incidence Rate","Cases per Thousand",2018,266.713621577906
"NGA","Nigeria","Ogun","admin1","Incidence Rate","Cases per Thousand",2019,255.671115502067
"NGA","Nigeria","Ogun","admin1","Incidence Rate","Cases per Thousand",2020,265.385132314418
"NGA","Nigeria","Ogun","admin1","Incidence Rate","Cases per Thousand",2021,269.492737138096
"NGA","Nigeria","Ogun","admin1","Incidence Rate","Cases per Thousand",2022,248.789571120129
"NGA","Nigeria","Ogun","admin1","Infection Prevalence","per 100 Children",2010,27.0993181310565
"NGA","Nigeria","Ogun","admin1","Infection Prevalence","per 100 Children",2011,21.511866227322198
"NGA","Nigeria","Ogun","admin1","Infection Prevalence","per 100 Children",2012,14.178019044801399
"NGA","Nigeria","Ogun","admin1","Infection Prevalence","per 100 Children",2013,9.91074363789102
"NGA","Nigeria","Ogun","admin1","Infection Prevalence","per 100 Children",2014,9.48595198259045
"NGA","Nigeria","Ogun","admin1","Infection Prevalence","per 100 Children",2015,12.9485736771457
"NGA","Nigeria","Ogun","admin1","Infection Prevalence","per 100 Children",2016,19.400008787686502
"NGA","Nigeria","Ogun","admin1","Infection Prevalence","per 100 Children",2017,24.627922307934398
"NGA","Nigeria","Ogun","admin1","Infection Prevalence","per 100 Children",2018,25.0721038233225
"NGA","Nigeria","Ogun","admin1","Infection Prevalence","per 100 Children",2019,23.8253673058888
"NGA","Nigeria","Ogun","admin1","Infection Prevalence","per 100 Children",2020,25.2378122274052
"NGA","Nigeria","Ogun","admin1","Infection Prevalence","per 100 Children",2021,26.2722700304452
"NGA","Nigeria","Ogun","admin1","Infection Prevalence","per 100 Children",2022,24.3865788968696
"NGA","Nigeria","Ogun","admin1","Mortality Rate","Deaths per 100 Thousand",2010,117.2534
"NGA","Nigeria","Ogun","admin1","Mortality Rate","Deaths per 100 Thousand",2011,99.15259999999999
"NGA","Nigeria","Ogun","admin1","Mortality Rate","Deaths per 100 Thousand",2012,84.7403
"NGA","Nigeria","Ogun","admin1","Mortality Rate","Deaths per 100 Thousand",2013,68.34830000000001
"NGA","Nigeria","Ogun","admin1","Mortality Rate","Deaths per 100 Thousand",2014,63.317099999999996
"NGA","Nigeria","Ogun","admin1","Mortality Rate","Deaths per 100 Thousand",2015,64.62310000000001
"NGA","Nigeria","Ogun","admin1","Mortality Rate","Deaths per 100 Thousand",2016,72.62599999999999
"NGA","Nigeria","Ogun","admin1","Mortality Rate","Deaths per 100 Thousand",2017,84.6652
"NGA","Nigeria","Ogun","admin1","Mortality Rate","Deaths per 100 Thousand",2018,93.0362
"NGA","Nigeria","Ogun","admin1","Mortality Rate","Deaths per 100 Thousand",2019,95.0266
"NGA","Nigeria","Ogun","admin1","Mortality Rate","Deaths per 100 Thousand",2020,97.2416
"NGA","Nigeria","Ogun","admin1","Mortality Rate","Deaths per 100 Thousand",2021,88.31620000000001
"NGA","Nigeria","Ogun","admin1","Mortality Rate","Deaths per 100 Thousand",2022,88.3463
"NGA","Nigeria","Abuja","admin1","Incidence Rate","Cases per Thousand",2010,218.104459323327
"NGA","Nigeria","Abuja","admin1","Incidence Rate","Cases per Thousand",2011,169.32980795666
"NGA","Nigeria","Abuja","admin1","Incidence Rate","Cases per Thousand",2012,146.92322580271798
"NGA","Nigeria","Abuja","admin1","Incidence Rate","Cases per Thousand",2013,143.47912909890502
"NGA","Nigeria","Abuja","admin1","Incidence Rate","Cases per Thousand",2014,151.80309734040202
"NGA","Nigeria","Abuja","admin1","Incidence Rate","Cases per Thousand",2015,173.827076548337
"NGA","Nigeria","Abuja","admin1","Incidence Rate","Cases per Thousand",2016,203.549474644867
"NGA","Nigeria","Abuja","admin1","Incidence Rate","Cases per Thousand",2017,227.25530584574898
"NGA","Nigeria","Abuja","admin1","Incidence Rate","Cases per Thousand",2018,235.806618532342
"NGA","Nigeria","Abuja","admin1","Incidence Rate","Cases per Thousand",2019,234.257203438603
"NGA","Nigeria","Abuja","admin1","Incidence Rate","Cases per Thousand",2020,241.245873430667
"NGA","Nigeria","Abuja","admin1","Incidence Rate","Cases per Thousand",2021,229.645295440616
"NGA","Nigeria","Abuja","admin1","Incidence Rate","Cases per Thousand",2022,243.494917580442
"NGA","Nigeria","Abuja","admin1","Infection Prevalence","per 100 Children",2010,16.364732747885
"NGA","Nigeria","Abuja","admin1","Infection Prevalence","per 100 Children",2011,11.433968855211
"NGA","Nigeria","Abuja","admin1","Infection Prevalence","per 100 Children",2012,9.49473525311787
"NGA","Nigeria","Abuja","admin1","Infection Prevalence","per 100 Children",2013,9.417244878616641
